18,Microsoft Help Viewer 2.2,Microsoft Corporation,Microsoft Help Viewer 2.2,WINDOWS,1463083757562,1463083757562,0,LEGACY
19,Microsoft Hive ODBC Driver,Microsoft Corporation,{7A580208-9E61-47FD-9AEB-DDDAA67CF0F6},WINDOWS,1463083757581,1463083757581,0,LEGACY
20,Synaptics Pointing Device Driver,Synaptics Incorporated,SynTPDeinstKey,WINDOWS,1463083757600,1463083757600,0,LEGACY
21,Microsoft Visual Studio Community 2015,Microsoft Corporation,{50b32652-69d2-4b93-9316-edcd12067b8b},WINDOWS,1463083757623,1463083757623,0,LEGACY
22,Microsoft Azure Data Factory Tools for Visual Studio,Microsoft Corporation,{0E7E834F-4617-4A2C-B28E-E3F3820CEDD9},WINDOWS,1463083757661,1463083757661,0,LEGACY
23,Java 7 Update 67,Oracle,{26A24AE4-039D-4CA4-87B4-2F03217067FF},WINDOWS,1463083757700,1463083757700,0,LEGACY
24,Microsoft SQL Server 2012 Command Line Utilities ,Microsoft Corporation,{58FED865-4F13-408D-A5BF-996019C4B936},WINDOWS,1463083757750,1463083757750,0,LEGACY
25,Windows 7 USB/DVD Download Tool,Microsoft Corporation,{CCF298AF-9CE1-4B26-B251-486E98A34789},WINDOWS,1463083757783,1463083757783,0,LEGACY
26,myITsupport,HP Inc.,{96BDC010-C88C-48A5-8F3A-55FF951B7517},WINDOWS,1463083757809,1463083757809,0,LEGACY
29,Microsoft Web Platform Installer 5.0,Microsoft Corporation,{4D84C195-86F0-4B34-8FDE-4A17EB41306A},WINDOWS,1463083757925,1463083757925,0,LEGACY
30,Microsoft Office Professional Plus 2016 - en-us,Microsoft Corporation,ProPlusRetail - en-us,WINDOWS,1463083758023,1463083758023,0,LEGACY
31,Microsoft Silverlight,Microsoft Corporation,{89F4137D-6C26-4A84-BDB8-2E5A4BB71E00},WINDOWS,1463083758174,1463083758174,0,LEGACY
32,Microsoft Visual Studio 2010 Tools for Office Runtime (x64),Microsoft Corporation,Microsoft Visual Studio 2010 Tools for Office Runtime (x64),WINDOWS,1463083758352,1463083758352,0,LEGACY
33,Microsoft SQL Server 2012 Native Client ,Microsoft Corporation,{D411E9C9-CE62-4DBF-9D92-4CB22B750ED5},WINDOWS,1463083758475,1463083758475,0,LEGACY
34,Prerequisites for SSDT ,Microsoft Corporation,{21373064-AD95-48DB-A32E-0D9E08EF7355},WINDOWS,1463083758609,1463083758609,0,LEGACY
35,WinSCP 5.7.5,Martin Prikryl,winscp3_is1,WINDOWS,1463083758712,1463083758712,0,LEGACY
36,Microsoft Advertising SDK for Windows 8.1 - ENU,Microsoft Corporation,{916DF45F-3E75-47C1-8ACE-6D87B1646E4F},WINDOWS,1463083758755,1463083758755,0,LEGACY
37,SAMSUNG USB Driver for Mobile Phones,SAMSUNG Electronics Co., Ltd.,{D0795B21-0CDA-4a92-AB9E-6E92D8111E44},WINDOWS,1463083758774,1463083758774,0,LEGACY
38,Microsoft Azure HDInsight Tools for Visual Studio 2015,Microsoft Corporation,{04E3219C-492C-4928-BF22-8B40630ED5B7},WINDOWS,1463083758789,1463083758789,0,LEGACY
39,Microsoft Visual C++ 2005 Redistributable (x64),Microsoft Corporation,{ad8a2fa1-06e7-4b0d-927d-6e54b3d31028},WINDOWS,1463083758806,1463083758806,0,LEGACY
40,Alcor Micro Smart Card Reader Driver,Alcor Micro Corp.,{F24F876B-7D71-4BD6-88E9-614D3BB84239},WINDOWS,1463083758826,1463083758826,0,LEGACY
41,TortoiseGit 1.8.14.0 (64 bit),TortoiseGit,{05E7136F-60B1-44CA-9525-E99A607630C2},WINDOWS,1463083758841,1463083758841,0,LEGACY
42,Remote Access to HP Inc.,HP Inc.,{657D03BC-DB47-47C8-9529-EADBB167AF4C},WINDOWS,1463083758856,1463083758856,0,LEGACY
43,Microsoft System CLR Types for SQL Server 2012 (x64),Microsoft Corporation,{05FF8209-C4F1-4C77-BC28-791653156D20},WINDOWS,1463083758872,1463083758872,0,LEGACY
44,Mozilla Maintenance Service,Mozilla,MozillaMaintenanceService,WINDOWS,1463083758887,1463083758887,0,LEGACY
45,Microsoft SQL Server Data Tools 2015,Microsoft Corporation,{2956ec52-98f0-4007-9462-ae613be5df16},WINDOWS,1463083758901,1463083758901,0,LEGACY
46,Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.21005,Microsoft Corporation,{ce085a78-074e-4823-8dc1-8a721b94b76d},WINDOWS,1463083758917,1463083758917,0,LEGACY
47,Java 8 Update 65,Oracle Corporation,{26A24AE4-039D-4CA4-87B4-2F83218065F0},WINDOWS,1463083758934,1463083758934,0,LEGACY
48,Microsoft Chart Controls for Microsoft .NET Framework 3.5 (KB2500170),Microsoft Corporation,{41785C66-90F2-40CE-8CB5-1C94BFC97280},WINDOWS,1463083758950,1463083758950,0,LEGACY
49,Microsoft .NET Framework 4.5.1 SDK,Microsoft Corporation,{19A5926D-66E1-46FC-854D-163AA10A52D3},WINDOWS,1463083758966,1463083758966,0,LEGACY
50,Microsoft Azure HDInsight Tools for Visual Studio 2013,Microsoft Corporation,{C50B159B-A292-435B-BF83-F5BAFCA1170D},WINDOWS,1463083758983,1463083758983,0,LEGACY
51,Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.60610,Microsoft Corporation,{a1909659-0a08-4554-8af1-2175904903a1},WINDOWS,1463083758998,1463083758998,0,LEGACY
52,HP IT Virtual Smart Card,Hewlett-Packard Company,{9A596030-75A6-4157-8D35-E453A62975AF},WINDOWS,1463083759013,1463083759013,0,LEGACY
53,Microsoft SQL Server 2012 Management Objects ,Microsoft Corporation,{2F7DBBE6-8EBC-495C-9041-46A772F4E311},WINDOWS,1463083759029,1463083759029,0,LEGACY
54,Microsoft Azure Libraries for .NET â€“ v2.7,Microsoft Corporation,{CBF95044-8CCB-492A-B46C-87CE75325CAD},WINDOWS,1463083759046,1463083759046,0,LEGACY
55,Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219,Microsoft Corporation,{1D8E6291-B0D5-35EC-8441-6616F567A0F7},WINDOWS,1463083759061,1463083759061,0,LEGACY
56,Java 7 Update 75,Oracle,{26A24AE4-039D-4CA4-87B4-2F03217075FF},WINDOWS,1463083759076,1463083759076,0,LEGACY
57,7-Zip 9.20 (x64 edition),Igor Pavlov,{23170F69-40C1-2702-0920-000001000000},WINDOWS,1463083759092,1463083759092,0,LEGACY
58,HP ESU for Microsoft Windows 7,Hewlett-Packard Company,{240B2BF7-E7E6-425C-A2A4-A3149189BF7F},WINDOWS,1463083759106,1463083759106,0,LEGACY
59,Microsoft SQL Server Data Tools - enu (14.0.50730.0),Microsoft Corporation,{E112E3D8-14E8-4DC4-9D96-73FAC32D47FE},WINDOWS,1463083759123,1463083759123,0,LEGACY
60,Intel(R) Network Connections Drivers,Intel,PROSet,WINDOWS,1463083759138,1463083759138,0,LEGACY
61,Microsoft ASP.NET and Web Tools 2013.5 - Visual Studio 2013,Microsoft Corporation,{D3787E6F-BA5D-3588-A665-2E61E3C84551},WINDOWS,1463083759153,1463083759153,0,LEGACY
62,Microsoft .NET Framework 4.6 SDK,Microsoft Corporation,{B5915D37-0637-4A26-A3AA-C5DC9F856370},WINDOWS,1463083759171,1463083759171,0,LEGACY
63,Microsoft SQL Server 2014 Express LocalDB ,Microsoft Corporation,{AB8DE9BA-19E1-446A-BCFA-6B3DA9751E21},WINDOWS,1463083759187,1463083759187,0,LEGACY
64,Microsoft Visual C++ 2005 Runtime,Hewlett-Packard Company,{1F8E64E0-FFAB-4D7D-A793-F451D580EF65},WINDOWS,1463083759202,1463083759202,0,LEGACY
65,Beyond Compare 4.0.0,Scooter Software,BeyondCompare4_is1,WINDOWS,1463083759217,1463083759217,0,LEGACY
66,Microsoft Silverlight 5 SDK,Microsoft Corporation,{E1FBB3D4-ADB0-4949-B101-855DA061C735},WINDOWS,1463083759235,1463083759235,0,LEGACY
67,Microsoft Visual Studio Enterprise 2015,Microsoft Corporation,{a60a492e-b5eb-4218-a9e6-f38d18a7dbaf},WINDOWS,1463083759251,1463083759251,0,LEGACY
68,Microsoft Visual C++ 2015 Redistributable (x64) - 14.0.23026,Microsoft Corporation,{e46eca4f-393b-40df-9f49-076faf788d83},WINDOWS,1463083759267,1463083759267,0,LEGACY
69,Microsoft .NET Framework 4.5 SDK,Microsoft Corporation,{4AE57014-05C4-4864-A13D-86517A7E1BA4},WINDOWS,1463083759283,1463083759283,0,LEGACY
70,Microsoft Azure Tools for Microsoft Visual Studio 2013 - v2.7,Microsoft Corporation,{9b11fa6b-50da-4b9e-8636-658b9f775772},WINDOWS,1463083759298,1463083759298,0,LEGACY
71,HP Timing Service,Hewlett-Packard,{C74C286B-67D8-453B-A639-9C99053E76A2},WINDOWS,1463083759315,1463083759315,0,LEGACY
72,Mozilla Firefox 42.0 (x86 en-US),Mozilla,Mozilla Firefox 42.0 (x86 en-US),WINDOWS,1463083759332,1463083759332,0,LEGACY
